2023-12-06_18-47-14
413525,96092,36.32519060292798
413525,315228,9.31342948732457
413525,208734,20.93470894665611
413525,274274,15.418769308690973
413525,274275,23.07939046742467
413525,77684,49.321455291026105
413525,118646,26.056100648330613
413525,118669,16.80839408640547
413525,427920,8.080406122371137
413525,42911,24.540802120432357
413525,96165,35.59160738464494
413525,212916,11.213039683107167
413525,30655,38.06328627178856
413525,427971,8.905932777415442
413525,59342,27.826537643171385
413525,417757,10.130416854649116
413525,83941,15.650364986849365
413525,118766,19.208499759470687
413525,90105,17.318901378152507
