congress,chamber,icpsr,nominate_dim1,bioname,bioguide_id,party_code,littlesis,party,color,projection-1d,projection-2d_x,projection-2d_y
117,House,21707,-0.344,"BROWN, Anthony Gregory",B001304,100,284896,Democrat,red,-0.6348099112510681,-0.058954060077667236,-0.5501946210861206
117,House,21741,-0.532,"RASKIN, Jamie Ben",R000606,100,192998,Democrat,red,-0.6035228967666626,-0.1310349702835083,-0.6090435981750488
117,House,21978,-0.305,"TRONE, David",T000483,100,252911,Democrat,red,-0.6235668659210205,-0.09530019760131836,-0.5592515468597412
117,House,15616,-0.417,"NEAL, Richard Edmund",N000015,100,13496,Democrat,red,0.28950583934783936,0.16677117347717285,0.1844010353088379
117,House,20119,-0.349,"LYNCH, Stephen F.",L000562,100,13432,Democrat,red,-0.3360636234283447,-0.3404197692871094,-0.2777506709098816
117,House,21140,-0.332,"KEATING, William R.",K000375,100,91599,Democrat,red,-0.5310033559799194,0.07771742343902588,-0.3745032548904419
117,House,21375,-0.482,"CLARK, Katherine M.",C001101,100,223577,Democrat,red,-0.5473849177360535,-0.15681862831115723,-0.5246081948280334
117,House,21525,-0.278,"MOULTON, Seth",M001196,100,223581,Democrat,red,0.20599710941314697,0.2016676664352417,-0.057191669940948486
117,House,21955,-0.342,"PRESSLEY, Ayanna",P000617,100,198756,Democrat,red,-0.48073911666870117,0.11327147483825684,-0.2891046404838562
117,House,21977,-0.421,"TRAHAN, Lori",T000482,100,337052,Democrat,red,-0.6225433349609375,-0.0748559832572937,-0.5478990077972412
117,House,22100,-0.304,"AUCHINCLOSS, Jake",A000148,100,416723,Democrat,red,-0.5422967076301575,0.09417843818664551,-0.38337546586990356
117,House,29729,-0.538,"McGOVERN, James P.",M000312,100,13455,Democrat,red,0.32675421237945557,0.3357299566268921,0.11132454872131348
117,House,15446,0.32,"UPTON, Frederick Stephen",U000031,200,13641,Republican,blue,0.5405013561248779,-0.009707868099212646,0.44532883167266846
117,House,20725,0.508,"WALBERG, Tim",W000798,200,13648,Republican,blue,0.04936206340789795,-0.3322140574455261,0.4285163879394531
117,House,21142,0.55,"HUIZENGA, Bill",H001058,200,91594,Republican,blue,-0.2508419156074524,-0.16588473320007324,-0.1169198751449585
117,House,21372,-0.374,"KILDEE, Dan",K000380,100,127720,Democrat,red,-0.6979955434799194,-0.09006309509277344,-0.786340057849884
117,House,21526,0.45,"MOOLENAAR, John",M001194,200,216658,Republican,blue,-0.49656546115875244,-0.08943343162536621,-0.34461337327957153
117,House,21529,-0.403,"DINGELL, Debbie",D000624,100,416779,Democrat,red,-0.5245906114578247,-0.041103482246398926,-0.44335073232650757
117,House,21530,-0.448,"LAWRENCE, Brenda L",L000581,100,133661,Democrat,red,-0.6227096319198608,0.014921188354492188,-0.712154746055603
117,House,21704,0.426,"BERGMAN, John",B001301,200,284897,Republican,blue,-0.572868824005127,-0.19266623258590698,-0.603143572807312
117,House,21940,-0.474,"LEVIN, Andy",L000592,100,337054,Democrat,red,-0.2524871826171875,-0.3746623396873474,-0.2314583659172058
117,House,21965,-0.316,"SLOTKIN, Elissa",S001208,100,274275,Democrat,red,0.48637092113494873,0.4659602642059326,0.3048304319381714
117,House,21972,-0.384,"STEVENS, Haley",S001215,100,337055,Democrat,red,-0.2767009139060974,-0.41869479417800903,-0.22157329320907593
117,House,21975,-0.273,"TLAIB, Rashida",T000481,100,139563,Democrat,red,-0.5115231275558472,0.0014767646789550781,-0.40346795320510864
117,House,22136,0.556,"MCCLAIN, Lisa C.",M001136,200,400763,Republican,blue,-0.5153523683547974,-0.0937928557395935,-0.45232439041137695
117,House,22137,0.245,"MEIJER, Peter",M001186,200,417585,Republican,blue,-0.06642693281173706,-0.1721591353416443,-0.00441431999206543
117,House,20122,-0.417,"McCOLLUM, Betty",M001143,100,13449,Democrat,red,-0.2361716628074646,-0.7176487445831299,-0.5211490988731384
117,House,21531,0.457,"EMMER, Thomas Earl II",E000294,200,140380,Republican,blue,-0.43571579456329346,-0.4140934348106384,-0.8286292552947998
117,House,21910,-0.272,"CRAIG, Angela",C001119,100,337057,Democrat,red,0.5015745162963867,0.19488036632537842,0.3808068037033081
117,House,21929,0.477,"HAGEDORN, Jim",H001088,200,337056,Republican,blue,-0.4531872272491455,-0.4101952314376831,-0.8287222385406494
117,House,21950,-0.29,"OMAR, Ilhan",O000173,100,234795,Democrat,red,-0.9704302549362183,-0.07399183511734009,-0.9840890765190125
117,House,21953,-0.279,"PHILLIPS, Dean",P000616,100,337058,Democrat,red,0.498119592666626,0.20321989059448242,0.38120973110198975
117,House,21969,0.355,"STAUBER, Peter",S001212,200,202194,Republican,blue,-0.4453655481338501,-0.3948911428451538,-0.7971410751342773
117,House,22114,0.524,"FISCHBACH, Michelle",F000470,200,400764,Republican,blue,-0.44173353910446167,-0.42123889923095703,-0.8032325506210327
117,House,22167,0.555,"FINSTAD, Brad",F000475,200,427971,Republican,blue,-0.5306309461593628,-0.07456791400909424,-0.46853357553482056
117,House,21148,0.535,"PALAZZO, Steven",P000601,200,91611,Republican,blue,-0.7602208256721497,0.16350066661834717,-0.47600698471069336
117,House,21561,0.634,"KELLY, Trent",K000388,200,216660,Republican,blue,-0.8212836980819702,0.049739956855773926,-0.8880345225334167
117,House,21927,0.53,"GUEST, Michael",G000591,200,337060,Republican,blue,-0.6294999122619629,0.09809637069702148,-0.4745487570762634
117,House,29368,-0.517,"THOMPSON, Bennie",T000193,100,13629,Democrat,red,-0.20935630798339844,-0.48291015625,-0.11880987882614136
117,House,20124,0.438,"GRAVES, Samuel",G000546,200,13313,Republican,blue,-0.3101489543914795,-0.6370320320129395,-0.28521543741226196
117,House,20517,-0.453,"CLEAVER, Emanuel, II",C001061,100,13190,Democrat,red,-0.7456985116004944,0.13811492919921875,-0.8636901378631592
117,House,20926,0.444,"LUETKEMEYER, Blaine",L000569,200,57593,Republican,blue,-0.8123459815979004,-0.256298303604126,-0.44819867610931396
117,House,21149,0.478,"HARTZLER, Vicky",H001053,200,79398,Republican,blue,-0.4969037175178528,0.11413979530334473,-0.4140263795852661
117,House,21150,0.544,"LONG, Billy",L000576,200,58292,Republican,blue,-0.5624314546585083,-0.27322065830230713,-0.7902784943580627
117,House,21337,0.416,"WAGNER, Ann",W000812,200,96092,Republican,blue,0.006048917770385742,-0.13639003038406372,0.1377803087234497
117,House,21373,0.581,"SMITH, Jason",S001195,200,133539,Republican,blue,-0.5316991806030273,-0.2433081865310669,-0.5430806875228882
117,House,22106,-0.247,"BUSH, Cori",B001224,100,418589,Democrat,red,-0.4816763997077942,0.12616753578186035,-0.3334762454032898
117,House,22148,0.752,"ROSENDALE, Matthew M., Sr.",R000103,200,400765,Republican,blue,0.10711431503295898,-0.16525393724441528,0.3261134624481201
117,House,20518,0.304,"FORTENBERRY, Jeff",F000449,200,13289,Republican,blue,-0.27078521251678467,-0.58204585313797,-0.01607966423034668
117,House,20729,0.515,"SMITH, Adrian",S001172,200,13597,Republican,blue,0.0173569917678833,-0.40722131729125977,0.21819448471069336
117,House,21701,0.332,"BACON, Donald J.",B001298,200,284901,Republican,blue,0.012485742568969727,-0.4058126211166382,0.199515700340271
117,House,22166,0.509,"FLOOD, Mike",F000474,200,429526,Republican,blue,-0.524739682674408,-0.08795899152755737,-0.4641834497451782
117,House,20927,-0.301,"TITUS, Alice (Dina)",T000468,100,30321,Democrat,red,0.2767453193664551,0.5127183198928833,-0.08531773090362549
117,House,21196,0.384,"AMODEI, Mark E.",A000369,200,90105,Republican,blue,-0.7914450168609619,-0.2421780228614807,-0.4812716841697693
117,House,21339,-0.347,"HORSFORD, Steven",H001066,100,117241,Democrat,red,0.27084386348724365,0.4931694269180298,-0.0781126618385315
117,House,21938,-0.23,"LEE, Susie",L000590,100,337068,Democrat,red,-0.1738511323928833,0.402321457862854,-0.1692425012588501
117,House,21340,-0.26,"KUSTER, Ann McLane",K000382,100,43446,Democrat,red,0.43315911293029785,0.36029672622680664,0.25368571281433105
117,House,21951,-0.246,"PAPPAS, Chris",P000614,100,337062,Democrat,red,0.3391256332397461,0.3140150308609009,0.13185560703277588
117,House,14863,0.173,"SMITH, Christopher Henry",S000522,200,13598,Republican,blue,-0.7551148533821106,-0.3117614984512329,-0.6306217908859253
117,House,15454,-0.405,"PALLONE, Frank, Jr.",P000034,100,13510,Democrat,red,0.2986304759979248,0.22104120254516602,0.15231013298034668
117,House,20542,-0.404,"SIRES, Albio",S001165,100,13593,Democrat,red,-0.6980428099632263,-0.23689502477645874,-0.6639317274093628
117,House,21536,-0.422,"NORCROSS, Donald",N000188,100,,Democrat,red,,,
117,House,21538,-0.61,"WATSON COLEMAN, Bonnie",W000822,100,212916,Democrat,red,-0.6224944591522217,0.03795969486236572,-0.48918408155441284
117,House,21723,-0.155,"GOTTHEIMER, Josh S.",G000583,100,284902,Democrat,red,0.3941347599029541,0.4246112108230591,0.20401084423065186
117,House,21937,-0.328,"KIM, Andy",K000394,100,337064,Democrat,red,-0.1862778663635254,-0.6296517848968506,-0.1331349015235901
117,House,21942,-0.272,"MALINOWSKI, Tomaz",M001203,100,253073,Democrat,red,0.4051145315170288,0.5451318025588989,0.21823441982269287
117,House,21964,-0.219,"SHERRILL, Mikie",S001207,100,337065,Democrat,red,0.4284021854400635,0.5197807550430298,0.25301432609558105
117,House,29741,-0.368,"PASCRELL, William J., Jr.",P000096,100,13511,Democrat,red,-0.21381843090057373,-0.37427788972854614,-0.13502371311187744
117,House,31103,-0.521,"PAYNE, Donald, Jr.",P000604,100,126308,Democrat,red,-0.5771082639694214,-0.0035385489463806152,-0.4783754348754883
117,House,91980,0.369,"VAN DREW, Jefferson",V000133,200,337063,Republican,blue,0.07148683071136475,0.04352092742919922,0.0758056640625
117,House,21928,-0.332,"HAALAND, Debra",H001080,100,337066,Democrat,red,-0.448012113571167,0.28328657150268555,-0.17576098442077637
117,House,22123,0.936,"HERRELL, Yvette",H001084,200,417368,Republican,blue,0.06655395030975342,-0.19050049781799316,0.2951011657714844
117,House,22131,-0.341,"LEGER FERNANDEZ, Teresa",L000273,100,418058,Democrat,red,-0.4860079884529114,0.22812128067016602,-0.26116299629211426
117,House,22159,-0.438,"STANSBURY, Melanie Ann",S001218,100,417757,Democrat,red,-0.2183929681777954,0.14059841632843018,-0.08679866790771484
117,House,20519,-0.348,"HIGGINS, Brian",H001038,100,13336,Democrat,red,0.3514770269393921,0.26101791858673096,0.2295222282409668
117,House,20733,-0.61,"CLARKE, Yvette Diane",C001067,100,13187,Democrat,red,-0.8976278305053711,-0.34380340576171875,-0.45513784885406494
117,House,20934,-0.418,"TONKO, Paul",T000469,100,29633,Democrat,red,-0.9030001163482666,-0.3170333504676819,-0.40248191356658936
117,House,21101,0.269,"REED, Thomas W. II",R000585,200,96165,Republican,blue,0.18077397346496582,-0.028655409812927246,0.37428534030914307
117,House,21342,-0.379,"MENG, Grace",M001188,100,117949,Democrat,red,-0.8124961853027344,-0.3660697340965271,-0.5521308183670044
117,House,21343,-0.489,"JEFFRIES, Hakeem",J000294,100,117193,Democrat,red,0.431510329246521,0.41961920261383057,0.27574360370635986
117,House,21344,-0.239,"MALONEY, Sean Patrick",M001185,100,117214,Democrat,red,0.4544421434402466,0.39092934131622314,0.29564332962036133
117,House,21539,0.397,"ZELDIN, Lee M",Z000017,200,57883,Republican,blue,0.16698408126831055,-0.053528547286987305,0.3941115140914917
117,House,21540,-0.28,"RICE, Kathleen Maura",R000602,100,77684,Democrat,red,0.36095261573791504,0.45691466331481934,0.16216254234313965
117,House,21541,0.269,"STEFANIK, Elise M",S001196,200,157014,Republican,blue,0.16540229320526123,-0.08481812477111816,0.38627803325653076
117,House,21542,0.185,"KATKO, John",K000386,200,216667,Republican,blue,0.1756075620651245,-0.03553396463394165,0.3881930112838745
117,House,21715,-0.606,"ESPAILLAT, Adriano J.",E000297,100,284905,Democrat,red,-0.6838311553001404,0.06910490989685059,-0.5466586351394653
117,House,21747,-0.219,"SUOZZI, Thomas",S001201,100,99518,Democrat,red,0.21873962879180908,0.1557176113128662,0.044735074043273926
117,House,21749,0.453,"TENNEY, Claudia",T000478,200,284907,Republican,blue,-0.02628028392791748,-0.2580125331878662,0.10709774494171143
117,House,21761,-0.337,"MORELLE, Joseph D.",M001206,100,98333,Democrat,red,-0.8111175298690796,-0.3134422302246094,-0.5364571809768677
117,House,21916,-0.233,"DELGADO, Antonio",D000630,100,337070,Democrat,red,0.30898356437683105,0.41289806365966797,-0.01434415578842163
117,House,21949,-0.28,"OCASIO-CORTEZ, Alexandria",O000172,100,324224,Democrat,red,-0.6227184534072876,0.12471401691436768,-0.6867464184761047
117,House,21990,0.306,"JACOBS, Chris",J000020,200,416705,Republican,blue,0.08298254013061523,-0.1880010962486267,0.313696026802063
117,House,22105,-0.321,"BOWMAN, Jamaal",B001223,100,416476,Democrat,red,-0.5733098983764648,0.16193056106567383,-0.3812638521194458
117,House,22117,0.274,"GARBARINO, Andrew R.",G000597,200,370157,Republican,blue,-0.3534071445465088,-0.019736766815185547,-0.24547958374023438
117,House,22127,-0.414,"JONES, Mondaire",J000306,100,416472,Democrat,red,-0.46721482276916504,0.16846168041229248,-0.3134538531303406
117,House,22133,0.304,"MALLIOTAKIS, Nicole",M000317,200,259347,Republican,blue,-0.23486942052841187,-0.3544797897338867,-0.09256690740585327
117,House,22154,-0.393,"TORRES, Ritchie",T000486,100,416437,Democrat,red,-0.5135476589202881,-0.16655707359313965,-0.5062243342399597
117,House,22169,-0.206,"RYAN, Patrick",R000579,100,420835,Democrat,red,-0.5288524627685547,-0.10027903318405151,-0.46657031774520874
117,House,22170,0.545,"SEMPOLINSKI, Joseph",S001219,200,429527,Republican,blue,-0.5288597345352173,-0.10027879476547241,-0.46657705307006836
117,House,29377,-0.508,"NADLER, Jerrold Lewis",N000002,100,13494,Democrat,red,0.4930630922317505,0.3074077367782593,0.35481131076812744
117,House,29378,-0.547,"VELÁZQUEZ, Nydia M.",V000081,100,13643,Democrat,red,-0.2618167996406555,-0.41714394092559814,-0.21287542581558228
117,House,29379,-0.387,"MALONEY, Carolyn Bosher",M000087,100,13435,Democrat,red,0.6328740119934082,0.291509747505188,0.5499869585037231
117,House,29776,-0.414,"MEEKS, Gregory W.",M001137,100,13466,Democrat,red,0.24262404441833496,0.1517488956451416,0.08510839939117432
117,House,15438,-0.343,"PRICE, David Eugene",P000523,100,13528,Democrat,red,0.17308759689331055,0.11104631423950195,0.012120246887207031
117,House,20340,-0.404,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,100,13140,Democrat,red,-0.5893527269363403,-0.14952081441879272,-0.6828116178512573
117,House,20521,0.625,"FOXX, Virginia Ann",F000450,200,13293,Republican,blue,-0.1138615608215332,-0.2245197892189026,-0.0025788545608520508
117,House,20522,0.53,"McHENRY, Patrick T.",M001156,200,13456,Republican,blue,0.04153239727020264,-0.13076502084732056,0.16655302047729492
117,House,21346,0.532,"HUDSON, Richard",H001067,200,117206,Republican,blue,-0.050285279750823975,-0.25973302125930786,0.14735174179077148
117,House,21544,0.559,"ROUZER, David",R000603,200,118114,Republican,blue,-0.7961283326148987,-0.27460718154907227,-0.5130080580711365
117,House,21545,-0.469,"ADAMS, Alma",A000370,100,214588,Democrat,red,-0.6223777532577515,0.1413792371749878,-0.4849189519882202
117,House,21708,0.631,"BUDD, Theodore Paul",B001305,200,417333,Republican,blue,-0.9355689287185669,0.3281850814819336,-0.6986041069030762
117,House,21986,0.715,"BISHOP, Dan",B001311,200,370805,Republican,blue,0.03960990905761719,-0.19060975313186646,0.19840919971466064
117,House,21987,0.494,"MURPHY, Gregory Francis",M001210,200,370806,Republican,blue,-0.7520538568496704,-0.017524898052215576,-0.8563217520713806
117,House,22109,0.555,"CAWTHORN, Madison",C001104,200,416858,Republican,blue,0.03295016288757324,-0.18814712762832642,0.18422472476959229
117,House,22135,-0.268,"MANNING, Kathy E.",M001135,100,416942,Democrat,red,-0.6862438917160034,0.15855789184570312,-0.6488922238349915
117,House,22149,-0.458,"ROSS, Deborah K.",R000305,100,400766,Democrat,red,-0.4580957293510437,0.11762285232543945,-0.24630224704742432
117,House,21901,0.469,"ARMSTRONG, Kelly",A000377,200,337061,Republican,blue,-0.6013144254684448,-0.16001540422439575,-0.5511923432350159
117,House,21996,-0.446,"SABLAN, Gregorio Kilili Camacho",S001177,100,91544,Democrat,red,-0.6856281757354736,-0.013231098651885986,-0.5371460914611816
117,House,15029,-0.348,"KAPTUR, Marcia Carolyn (Marcy)",K000009,100,13373,Democrat,red,-0.8965727090835571,-0.3630107045173645,-0.47898852825164795
117,House,20342,0.274,"TURNER, Michael R.",T000463,200,13638,Republican,blue,-0.8144084811210632,-0.27488142251968384,-0.4526142477989197
117,House,20343,-0.402,"RYAN, Timothy J.",R000577,100,13562,Democrat,red,-0.34930533170700073,-0.5755124092102051,-0.459560751914978
117,House,20738,0.717,"JORDAN, Jim",J000289,200,13370,Republican,blue,0.01661968231201172,-0.223843514919281,0.1950141191482544
117,House,20755,0.511,"LATTA, Robert E.",L000566,200,13405,Republican,blue,-0.45031362771987915,-0.21768653392791748,-0.39342743158340454
117,House,20941,-0.581,"FUDGE, Marcia L.",F000455,100,31698,Democrat,red,-0.603851318359375,-0.13702833652496338,-0.6627196073532104
117,House,21162,0.425,"JOHNSON, Bill",J000292,200,91597,Republican,blue,-0.398586630821228,-0.22306841611862183,-0.3108175992965698
117,House,21163,0.3,"STIVERS, Steve",S001187,200,29340,Republican,blue,0.06462216377258301,-0.15829086303710938,0.2112654447555542
117,House,21165,0.484,"GIBBS, Bob",G000563,200,91577,Republican,blue,-0.6980613470077515,-0.30140942335128784,-0.566981315612793
117,House,21351,0.527,"WENSTRUP, Brad",W000815,200,98704,Republican,blue,-0.4594942331314087,-0.16291910409927368,-0.36302608251571655
117,House,21352,-0.438,"BEATTY, Joyce",B001281,100,118607,Democrat,red,-0.6979374885559082,-0.16099822521209717,-0.8880382180213928
117,House,21353,0.261,"JOYCE, David",J000295,200,126686,Republican,blue,-0.40938878059387207,-0.23785710334777832,-0.31839120388031006
117,House,21564,0.666,"DAVIDSON, Warren",D000626,200,284864,Republican,blue,-0.7431604862213135,0.2239990234375,-0.6852548718452454
117,House,21759,0.432,"BALDERSON, Troy",B001306,200,328580,Republican,blue,-0.6858047246932983,0.0790855884552002,-0.5853816270828247
117,House,21924,0.24,"GONZALEZ, Anthony",G000588,200,337071,Republican,blue,-0.5104972124099731,-0.21005308628082275,-0.49308085441589355
117,House,22161,-0.519,"BROWN, Shontel  M.",B001313,100,416728,Democrat,red,-0.484109103679657,0.04393720626831055,-0.3170340061187744
117,House,22162,0.416,"CAREY, Mike",C001126,200,413525,Republican,blue,-0.6225258111953735,0.09951651096343994,-0.6196804046630859
117,House,29550,0.542,"CHABOT, Steve",C000266,200,13179,Republican,blue,0.10545980930328369,-0.19593870639801025,0.3705688714981079
117,House,20344,0.329,"COLE, Tom",C001053,200,13201,Republican,blue,-0.11400163173675537,-0.2523823380470276,-0.006777048110961914
117,House,21355,0.545,"MULLIN, Markwayne",M001190,200,126709,Republican,blue,-0.574993908405304,-0.19340795278549194,-0.720335841178894
117,House,21760,0.684,"HERN, Kevin",H001082,200,337026,Republican,blue,-0.6251347064971924,0.01340794563293457,-0.6486462354660034
117,House,22102,0.413,"BICE, Stephanie I.",B000740,200,417554,Republican,blue,-0.2291918396949768,-0.5631715059280396,0.0657721757888794
117,House,29393,0.366,"LUCAS, Frank D.",L000491,200,13427,Republican,blue,-0.41767311096191406,-0.24239397048950195,-0.3541103005409241
117,House,15410,-0.427,"DeFAZIO, Peter Anthony",D000191,100,13237,Democrat,red,-0.3573620915412903,-0.5638537406921387,-0.39845389127731323
117,House,20944,-0.182,"SCHRADER, Kurt",S001180,100,32283,Democrat,red,-0.30918318033218384,-0.468838632106781,-0.29966384172439575
117,House,21198,-0.394,"BONAMICI, Suzanne",B001278,100,117839,Democrat,red,-0.8127971887588501,-0.4270198941230774,-0.5777286291122437
117,House,22101,0.473,"BENTZ, Cliff",B000668,200,417187,Republican,blue,-0.48440855741500854,-0.12181895971298218,-0.4306902289390564
117,House,29588,-0.427,"BLUMENAUER, Earl",B000574,100,13080,Democrat,red,-0.39772582054138184,-0.3286263942718506,-0.36609411239624023
117,House,20946,0.323,"THOMPSON, Glenn",T000467,200,36525,Republican,blue,-0.5838900804519653,-0.17791324853897095,-0.6268260478973389
117,House,21167,0.372,"KELLY, Mike",K000376,200,91600,Republican,blue,-0.48567360639572144,-0.25413978099823,-0.4782378673553467
117,House,21356,0.674,"PERRY, Scott",P000605,200,118595,Republican,blue,0.08020830154418945,-0.21243107318878174,0.3195711374282837
117,House,21358,-0.356,"CARTWRIGHT, Matt",C001090,100,131978,Democrat,red,-0.43336790800094604,-0.5420575141906738,-0.603178083896637
117,House,21548,-0.398,"BOYLE, Brendan Francis",B001296,100,203429,Democrat,red,-0.6222889423370361,-0.0994299054145813,-0.6355880498886108
117,House,21566,-0.466,"EVANS, Dwight",E000296,100,284866,Democrat,red,-0.625282883644104,0.02702951431274414,-0.6417468786239624
117,House,21718,0.153,"FITZPATRICK, Brian K.",F000466,200,197211,Republican,blue,-0.28341323137283325,-0.48773109912872314,0.019745469093322754
117,House,21745,0.427,"SMUCKER, Lloyd K.",S001199,200,284909,Republican,blue,-0.14345532655715942,-0.40280139446258545,0.10610425472259521
117,House,21756,-0.143,"LAMB, Conor",L000588,100,315772,Democrat,red,-0.4345554709434509,-0.5392393469810486,-0.5311917662620544
117,House,21762,-0.452,"SCANLON, Mary Gay",S001205,100,284204,Democrat,red,-0.47325599193573,-0.1351298689842224,-0.4384216070175171
117,House,21763,-0.275,"WILD, Susan",W000826,100,337028,Democrat,red,0.4136531352996826,0.4407954216003418,0.24804604053497314
117,House,21915,-0.463,"DEAN, Madeleine",D000631,100,337073,Democrat,red,-0.5784137845039368,-0.017313778400421143,-0.49264949560165405
117,House,21934,-0.284,"HOULAHAN, Christina",H001085,100,274274,Democrat,red,-0.5395528674125671,-0.17634737491607666,-0.5278232097625732
117,House,21936,0.567,"JOYCE, John",J000302,200,337075,Republican,blue,-0.4748595356941223,-0.19130581617355347,-0.420441210269928
117,House,21945,0.499,"MEUSER, Dan",M001204,200,337074,Republican,blue,-0.5456798076629639,-0.047618865966796875,-0.4758508801460266
117,House,21956,0.394,"RESCHENTHALER, Guy",R000610,200,324407,Republican,blue,-0.288196325302124,-0.06773680448532104,-0.2208976149559021
117,House,21985,0.498,"KELLER, Fred",K000395,200,370804,Republican,blue,-0.5626832246780396,0.05415236949920654,-0.43209344148635864
117,House,29561,-0.331,"DOYLE, Michael F.",D000482,100,13257,Democrat,red,-0.4008459448814392,-0.291523277759552,-0.3490549325942993
117,House,21992,0.276,"GONZÁLEZ-CÓLON, Jenniffer",G000582,200,115420,Republican,blue,-0.6288487911224365,-0.03916448354721069,-0.6143036484718323
117,House,20136,-0.375,"LANGEVIN, James",L000559,100,13399,Democrat,red,-0.8101494908332825,-0.3028954863548279,-0.4568662643432617
117,House,21172,-0.389,"CICILLINE, David N.",C001084,100,91566,Democrat,red,0.413676381111145,0.3392007350921631,0.2118680477142334
117,House,20138,0.529,"WILSON, Addison Graves (Joe)",W000795,200,13669,Republican,blue,-0.12517857551574707,-0.07466059923171997,-0.06909221410751343
117,House,21174,0.7,"DUNCAN, Jeff",D000615,200,79393,Republican,blue,-0.1468997597694397,-0.09489202499389648,-0.08394205570220947
117,House,21359,0.558,"RICE, Tom",R000597,200,126708,Republican,blue,-0.5410816073417664,-0.19981855154037476,-0.5151103734970093
117,House,21753,0.848,"NORMAN, Ralph",N000190,200,284921,Republican,blue,-0.2711215615272522,-0.16801339387893677,-0.17493170499801636
117,House,21974,0.592,"TIMMONS, William",T000480,200,337077,Republican,blue,-0.5006493330001831,-0.10417264699935913,-0.4386705160140991
117,House,22132,0.359,"MACE, Nancy",M000194,200,417309,Republican,blue,0.11141431331634521,-0.16095656156539917,0.3590282201766968
117,House,39301,-0.465,"CLYBURN, James Enos",C000537,100,13192,Democrat,red,0.4358642101287842,0.2761192321777344,0.2882293462753296
117,House,21935,0.438,"JOHNSON, Dustin",J000301,200,337078,Republican,blue,-0.4685949683189392,-0.11277055740356445,-0.4132124185562134
117,House,15019,-0.164,"COOPER, James Hayes Shofner",C000754,100,13209,Democrat,red,0.40469789505004883,0.17701458930969238,0.2943074703216553
117,House,20748,-0.398,"COHEN, Stephen",C001068,100,13199,Democrat,red,-0.3710765838623047,-0.31147027015686035,-0.310361385345459
117,House,21178,0.465,"FLEISCHMANN, Chuck",F000459,200,91574,Republican,blue,-0.46340733766555786,-0.21677660942077637,-0.4178619384765625
117,House,21179,0.579,"DESJARLAIS, Scott",D000616,200,91570,Republican,blue,-0.5169451236724854,0.11439073085784912,-0.7977973222732544
117,House,21731,0.536,"KUSTOFF, David",K000392,200,284911,Republican,blue,-0.7596030235290527,0.22224056720733643,-0.6035965085029602
117,House,21905,0.666,"BURCHETT, Timothy",B001309,200,337079,Republican,blue,-0.5025419592857361,-0.10334104299545288,-0.44540244340896606
117,House,21926,0.672,"GREEN, Mark",G000590,200,13706,Republican,blue,-0.24072545766830444,-0.22751110792160034,-0.15963679552078247
117,House,21959,0.674,"ROSE, John",R000612,200,337080,Republican,blue,-0.6515308618545532,0.17121315002441406,-0.5457524061203003
117,House,22122,0.685,"HARSHBARGER, Diana",H001086,200,400777,Republican,blue,-0.47579824924468994,-0.18252956867218018,-0.4194369912147522
117,House,20355,0.575,"BURGESS, Michael C.",B001248,200,13136,Republican,blue,-0.1407681107521057,-0.12954509258270264,-0.074698805809021
117,House,20356,0.486,"CARTER, John R.",C001051,200,13172,Republican,blue,8.761882781982422e-05,-0.02509981393814087,0.18333017826080322
117,House,20527,0.644,"GOHMERT, Louie",G000552,200,13305,Republican,blue,-0.004087388515472412,-0.20014292001724243,0.147108793258667
117,House,20529,-0.44,"GREEN, Al",G000553,100,13314,Democrat,red,-0.6908915042877197,-0.12991547584533691,-0.7901098728179932
117,House,20530,0.421,"McCAUL, Michael T.",M001157,200,13448,Republican,blue,0.048593878746032715,-0.007463812828063965,0.20445775985717773
117,House,20533,-0.228,"CUELLAR, Henry",C001063,100,13224,Democrat,red,-0.0972590446472168,-0.31914979219436646,0.0268709659576416
117,House,21360,0.73,"WEBER, Randy",W000814,200,118669,Republican,blue,-0.5178884267807007,0.20587635040283203,-0.8162567019462585
117,House,21362,-0.401,"CASTRO, Joaquin",C001091,100,118646,Democrat,red,-0.3710029721260071,-0.411942720413208,-0.3647858500480652
117,House,21364,0.588,"WILLIAMS, Roger",W000816,200,43645,Republican,blue,0.04494047164916992,-0.12093967199325562,0.18307280540466309
117,House,21365,-0.402,"VEASEY, Marc",V000131,100,126495,Democrat,red,-0.372994065284729,-0.3681465983390808,-0.3505406379699707
117,House,21366,-0.311,"VELA, Filemon",V000132,100,129294,Democrat,red,-0.3174065351486206,-0.48930543661117554,-0.31404364109039307
117,House,21551,0.71,"BABIN, Brian",B001291,200,32511,Republican,blue,-0.5742508172988892,-0.19501179456710815,-0.7746950387954712
117,House,21700,0.645,"ARRINGTON, Jodey Cook",A000375,200,284912,Republican,blue,-0.5696878433227539,-0.20467299222946167,-0.5770953297615051
117,House,21722,-0.384,"GONZALEZ, Vicente Jr.",G000581,100,255342,Democrat,red,-0.3074113726615906,-0.4275839924812317,-0.3073955774307251
117,House,21758,0.682,"CLOUD, Michael",C001115,200,328579,Republican,blue,-0.3839195966720581,-0.206506609916687,-0.3010548949241638
117,House,21900,-0.453,"ALLRED, Colin",A000376,100,337089,Democrat,red,0.36161351203918457,0.32607460021972656,0.17915129661560059
117,House,21911,0.427,"CRENSHAW, Daniel",C001120,200,337081,Republican,blue,-0.00817960500717163,-0.08007526397705078,0.08337295055389404
